 3,31022945241066E-0001
-4,88046970709013E-0002
-3,84866961137490E-0001
 9,54947782847632E-0001
 1,38364693003550E+0000
-3,22225727314849E-0002
 4,65806775877441E-0001
 1,01668358302380E+0000
 7,30164506862663E-0001
-2,25820578249267E-0001
 8,29460127036603E-0001
-1,33414733900863E+0000
 9,85322678711929E-0001
 1,28793449385054E+0000
-8,06535696927573E-0001
-1,26328114396770E+0000
 1,16694308958002E+0000
 8,71180191252879E-0001
 1,10407480553697E-0002
 1,30091436427377E+0000
-1,86628176495682E-0001
-5,45740447288260E-0001
 1,78277073308642E+0000
 2,25516805158958E+0000
-8,49198046789618E-0001
 1,01963544646278E+0000
 1,22066322070451E+0000
 2,35454105041753E+0000
 1,31712657425001E+0000
 2,89552807940973E-0001
 1,00298067930006E+0000
-1,81274687263080E+0000
 3,36256882145796E-0001
-2,32266563044129E+0000
-9,30864924898218E-0002
-1,01766709753173E+0000
 1,15816435127195E-0001
-1,00659308028513E+0000
 5,29013217036920E-0001
 2,22191110704814E-0001
-6,53787343491075E-0001
-8,77459958136782E-0002
-2,04540323887688E-0001
 1,24863413832393E+0000
 1,05723752628760E-0001
-1,91266795830064E+0000
 5,90459355403196E-0001
 1,59797123038526E-0001
-3,86294056262023E-0001
-2,00568420383430E+0000
-1,69689474627460E+0000
-1,09482741862736E+0000
 2,36986929178720E-0001
-6,05148542224692E-0001
-4,93018564300257E-0001
 7,47343527385459E-0001
-2,22671929067278E+0000
-4,06325279810884E+0000
-7,29215574816464E-0002
 2,29311725452970E-0001
-2,36781146170199E+0000
 1,33318607903681E+0000
 7,77219474971070E-0001
-7,37615249063263E-0001
 4,70796082652656E-0001
 4,02062666390335E-0001
 1,77875219780425E-0001
 3,77557549063343E-0001
 4,06690789080953E-0001
 4,36048199176699E-0001
-4,87969278141802E-0001
 2,22685336569610E+0000
 3,72377539792712E-0001
-1,30550037536602E+0000
-1,93325266908992E-0001
-1,70952235158257E+0000
-8,38578386567062E-0001
-5,93203220821532E-0001
-2,64286170445082E-0001
-2,81990441782056E-0001
 9,54487257265894E-0001
-1,23515464226198E+0000
-1,89689927040300E-0001
 8,16262269655672E-0001
-2,27066981850552E-0001
 6,64347086582507E-0001
 4,73726136320970E-0001
-8,76790279679189E-0001
-4,73332764492245E-0001
-2,84582982757200E-0003
-1,37044222479492E+0000
 9,35006947135716E-0001
-5,73314522482317E-0001
-1,13452468231859E+0000
-1,62857245250770E+0000
-2,27625362860151E-0001
 3,95085403028107E-0001
 1,39911108959195E+0000
-1,76560225898363E+0000
-9,23575372178937E-0001
 4,99906900954909E-0001
 1,45731894673326E+0000
-4,89419603235423E-0001
 1,00875720954026E+0000
 1,23272096753072E+0000
 5,62002844534314E-0001
 1,41496622873641E+0000
 5,87781332840038E-0001
 7,76859752071165E-0001
-6,56355829000940E-0001
 8,15739257174242E-0001
-1,73783290482539E+0000
-3,47846046468688E-0001
-1,22474289885893E+0000
-8,76734778706230E-0001
 1,14317727607351E+0000
-1,44384120552971E+0000
 1,13181365209123E-0001
-7,58106409561033E-0001
-4,76539804447356E-0002
 2,24233773865336E-0001
 1,01360208094612E-0001
 2,69445941603754E+0000
 5,84223997231917E-0001
-8,36303105114633E-0001
 2,00121188505178E-0001
 2,46171963846987E+0000
 1,41376362565659E+0000
 1,61074698161250E+0000
 1,84841085089787E+0000
-1,41185851593539E+0000
 9,10926537980279E-0001
-7,14003355269715E-0001
-1,61088407501535E+0000
-6,09153108410837E-0001
-1,36863983375598E+0000
-6,02520778583429E-0001
 4,55696024251425E-0001
-5,43134593360457E-0001
 7,13317797322161E-0002
 2,08611549602898E-0001
 9,80169952748273E-0002
 2,58360080341589E-0001
-2,45961157203519E-0001
 1,01636086126695E+0000
 3,90899630015967E-0001
 3,38500506123984E-0001
-1,32085093838155E+0000
 3,89809911977560E-0001
-8,04353660056727E-0001
-8,26835976568021E-0001
-1,77904674694028E+0000
-2,19085629162351E-0001
 4,90533240446367E-0001
-1,21884478249162E+0000
-2,29692285886927E-0001
 3,24799493271954E-0001
-1,93207076712421E+0000
-6,77065639721483E-0001
-3,87647502224331E-0001
 1,03654731467283E+0000
-3,13242532767544E-0001
-1,22557003326635E-0001
 7,96538965842744E-0001
-5,28245806980058E-0002
 1,25698123215596E+0000
 7,08697475537844E-0001
 7,89994398066767E-0001
 1,82971885924061E+0000
 3,55267000649753E-0003
 2,54125501572717E-0001
-1,26869275868189E+0000
-7,77636401466996E-0001
-3,51572566476425E-0001
-4,88030564549785E-0001
-2,40469639118909E+0000
-9,07537207857222E-0001
-6,04989670179176E-0001
 1,68899637875224E+0000
-8,27230340548524E-0001
 8,17472197021904E-0002
-1,44034416503840E+0000
 7,53509029330275E-0001
 9,62387957210217E-0002
 4,75198777387912E-0001
 1,24832659032981E-0001
 1,26890359615421E+0000
 2,78124524185864E-0001
 1,17428304199606E+0000
-3,47537946895518E-0002
 3,31085031017226E-0001
-8,47767841310536E-0001
-3,87949846204942E-0001
-1,69941470067838E-0001
