 1,95741836538972E-0001
 2,60827393852396E-0001
 3,02160634926640E-0001
 3,50331192501048E-0001
 4,26372585326785E-0001
 5,30632417962468E-0001
 6,39819804803259E-0001
 7,13848487069829E-0001
 7,10413302851181E-0001
 6,02163049334719E-0001
 3,90030711720104E-0001
 1,07313357079895E-0001
-1,87811945262493E-0001
-4,29527264668076E-0001
-5,65860046118410E-0001
-5,76994813385230E-0001
-4,83639580368333E-0001
-3,41787003892545E-0001
-2,24796169721175E-0001
-1,98232578425778E-0001
-2,95753288395696E-0001
-5,04440361288885E-0001
-7,65207130013988E-0001
-9,89062732126327E-0001
-1,08469435270868E+0000
-9,88807003663730E-0001
-6,89352289812370E-0001
-2,33707723022000E-0001
 2,81513313460918E-0001
 7,36497980521302E-0001
 1,02242867535850E+0000
 1,07336949816253E+0000
 8,85928819156096E-0001
 5,20517148153659E-0001
 8,37468528257569E-0002
-3,02606616170127E-0001
-5,36535079900860E-0001
-5,64003909226965E-0001
-3,92113832347862E-0001
-8,37653693316924E-0002
 2,63801056537864E-0001
 5,49323195805361E-0001
 6,97008198035585E-0001
 6,76259416215378E-0001
 5,06252544873157E-0001
 2,45063631402666E-0001
-3,20440471559591E-0002
-2,57436724519092E-0001
-3,90869141834115E-0001
-4,28297267122201E-0001
-3,97915561927856E-0001
-3,45971521114454E-0001
-3,18118455718931E-0001
-3,43085787099420E-0001
-4,24064674536722E-0001
-5,40056879439658E-0001
-6,55729594711134E-0001
-7,35401653421430E-0001
-7,55650354247586E-0001
-7,11979073564944E-0001
-6,17562059235293E-0001
-4,95251618811968E-0001
-3,66586270779396E-0001
-2,42539550001725E-0001
-1,19868181292302E-0001
 1,54616005897408E-0002
 1,79230354299712E-0001
 3,78126409276517E-0001
 6,01805251682199E-0001
 8,21575171323731E-0001
 9,96975951708641E-0001
 1,08846688153915E+0000
 1,07193681741184E+0000
 9,49743022746741E-0001
 7,53892972337839E-0001
 5,39530012724003E-0001
 3,70198596855085E-0001
 2,99287629117342E-0001
 3,53543705522866E-0001
 5,24062968551098E-0001
 7,67849167133309E-0001
 1,01964184903379E+0000
 1,21041406380089E+0000
 1,28682396387250E+0000
 1,22567574078614E+0000
 1,03915059389880E+0000
 7,69601608423207E-0001
 4,76027190328819E-0001
